,Feature,true,internal,external,internal-diff,external-diff,Source,Algorithm,Dimension,Stat
13426,dissim-11 betti dim-4 norm-2,0.030087203370549,0.0467166219180938,0.0235931268348668,-0.0166294185475448,0.0064940765356821,dissim-11,betti,dim-4,norm-2
13418,dissim-11 betti dim-4 std,0.030087203370549,0.0467166219180938,0.0235931268348668,-0.0166294185475448,0.0064940765356821,dissim-11,betti,dim-4,std
17382,dissim-19 life dim-4 norm-2,0.0341253031438708,0.0466893315735763,0.0313369872448316,-0.0125640284297054,0.0027883158990391,dissim-19,life,dim-4,norm-2
17254,dissim-19 amplitude-wasserstein-2 dim-4,0.0341253031438708,0.0466893315735763,0.0313369872448316,-0.0125640284297054,0.0027883158990391,dissim-19,amplitude-wasserstein-2,dim-4,
10134,dissim-3 life dim-4 norm-2,0.0363896175462211,0.0466676836797922,0.0223996004733415,-0.0102780661335711,0.0139900170728795,dissim-3,life,dim-4,norm-2
10006,dissim-3 amplitude-wasserstein-2 dim-4,0.0363896175462211,0.0466676836797922,0.0223996004733415,-0.0102780661335711,0.0139900170728795,dissim-3,amplitude-wasserstein-2,dim-4,
13047,dissim-10 silhouette-1 dim-1 kurtosis,0.0480715151049602,0.0466145798905306,0.0456052029874257,0.0014569352144296,0.0024663121175345,dissim-10,silhouette-1,dim-1,kurtosis
15560,dissim-15 life dim-4 max,0.0335210118318712,0.0466143230712289,0.0417046593652821,-0.0130933112393577,-0.0081836475334109,dissim-15,life,dim-4,max
15428,dissim-15 amplitude-bottleneck dim-4,0.0335210118318712,0.0466143230712289,0.0417046593652821,-0.0130933112393577,-0.0081836475334109,dissim-15,amplitude-bottleneck,dim-4,
13805,dissim-11 bd2 dim-3 std,0.0397803610892191,0.0465834906623329,0.0478995639162479,-0.0068031295731137,-0.0081192028270288,dissim-11,bd2,dim-3,std
18167,dissim-21 amplitude-betti-1 dim-4,0.0398210930723967,0.0465727931709153,0.0391028004281933,-0.0067517000985186,0.0007182926442033,dissim-21,amplitude-betti-1,dim-4,
14322,dissim-13 betti dim-4 max,0.0404748560681456,0.0465712398284176,0.0407584083209606,-0.006096383760272,-0.0002835522528149,dissim-13,betti,dim-4,max
13536,dissim-11 silhouette-1 dim-4 norm-2,0.038137078678304,0.0465192174103361,0.0342754884514016,-0.0083821387320321,0.0038615902269023,dissim-11,silhouette-1,dim-4,norm-2
13693,dissim-11 amplitude-silhouette-2-1 dim-4,0.038137078678304,0.0465192174103361,0.0342754884514016,-0.0083821387320321,0.0038615902269023,dissim-11,amplitude-silhouette-2-1,dim-4,
9225,dissim-1 life dim-4 kurtosis,0.0197137668117558,0.0464751590880151,0.0199347600090327,-0.0267613922762592,-0.0002209931972769,dissim-1,life,dim-4,kurtosis
12488,dissim-9 betti dim-2 max,0.0228289768821664,0.0464504118869521,0.0162534211309359,-0.0236214350047857,0.0065755557512304,dissim-9,betti,dim-2,max
17230,dissim-19 entropy dim-4,0.0204079351597736,0.0463865568427529,0.0155194596630339,-0.0259786216829792,0.0048884754967397,dissim-19,entropy,dim-4,
18800,dissim-22 bd2 dim-4 sum,0.0225182799907056,0.0463697480820865,0.020613175850691,-0.0238514680913808,0.0019051041400146,dissim-22,bd2,dim-4,sum
18807,dissim-22 bd2 dim-4 norm-2,0.0225182799907056,0.0463697480820865,0.020613175850691,-0.0238514680913808,0.0019051041400146,dissim-22,bd2,dim-4,norm-2
18806,dissim-22 bd2 dim-4 norm-1,0.0225182799907056,0.0463697480820865,0.020613175850691,-0.0238514680913808,0.0019051041400146,dissim-22,bd2,dim-4,norm-1
17799,dissim-20 life dim-1 kurtosis,0.0344925263411534,0.0463542734696814,0.0507053474878697,-0.011861747128528,-0.0162128211467163,dissim-20,life,dim-1,kurtosis
8488,dissim-0 landscape dim-4 max,0.0338695285013099,0.0463538796611856,0.0255167471772146,-0.0124843511598757,0.0083527813240953,dissim-0,landscape,dim-4,max
16016,dissim-16 life dim-4 sum,0.0321797414066592,0.0462912617016708,0.0276861704067124,-0.0141115202950115,0.0044935709999468,dissim-16,life,dim-4,sum
15888,dissim-16 amplitude-wasserstein-1 dim-4,0.0321797414066592,0.0462912617016708,0.0276861704067124,-0.0141115202950115,0.0044935709999468,dissim-16,amplitude-wasserstein-1,dim-4,
16022,dissim-16 life dim-4 norm-1,0.0321797414066592,0.0462912617016708,0.0276861704067124,-0.0141115202950115,0.0044935709999468,dissim-16,life,dim-4,norm-1
17913,dissim-21 betti dim-1 max,0.0228191812412635,0.0462892074483603,0.0258484819598773,-0.0234700262070968,-0.0030293007186138,dissim-21,betti,dim-1,max
13528,dissim-11 silhouette-1 dim-4 std,0.0380005055003984,0.0462805448572324,0.0348349696118478,-0.0082800393568339,0.0031655358885506,dissim-11,silhouette-1,dim-4,std
17714,dissim-20 amplitude-betti-1 dim-4,0.0326616993865006,0.0462711294692217,0.0343907745297679,-0.0136094300827211,-0.0017290751432672,dissim-20,amplitude-betti-1,dim-4,
16565,dissim-18 betti dim-2 max,0.030864389757002,0.0462710300264903,0.0326326142312338,-0.0154066402694882,-0.0017682244742317,dissim-18,betti,dim-2,max
12647,dissim-9 silhouette-2 dim-1 median,0.0209566596720598,0.0462246103913691,0.0165234008015606,-0.0252679507193092,0.0044332588704992,dissim-9,silhouette-2,dim-1,median
13416,dissim-11 betti dim-4 max,0.0356291499388537,0.04621355741745,0.029532254849448,-0.0105844074785962,0.0060968950894057,dissim-11,betti,dim-4,max
11014,dissim-5 life dim-2 percentile-75,0.0443493678090757,0.046177571662487,0.0296345478300371,-0.0018282038534112,0.0147148199790385,dissim-5,life,dim-2,percentile-75
12457,dissim-8 bd2 dim-4 std,0.0242543078837658,0.0461627925078756,0.0227755077120197,-0.0219084846241098,0.0014788001717461,dissim-8,bd2,dim-4,std
15569,dissim-15 life dim-4 norm-1,0.0291600050416903,0.0461264924022185,0.0376091870407301,-0.0169664873605282,-0.0084491819990398,dissim-15,life,dim-4,norm-1
15435,dissim-15 amplitude-wasserstein-1 dim-4,0.0291600050416903,0.0461264924022185,0.0376091870407301,-0.0169664873605282,-0.0084491819990398,dissim-15,amplitude-wasserstein-1,dim-4,
15563,dissim-15 life dim-4 sum,0.0291600050416903,0.0461264924022185,0.0376091870407301,-0.0169664873605282,-0.0084491819990398,dissim-15,life,dim-4,sum
11263,dissim-6 silhouette-1 dim-4 std,0.0242282711160121,0.0460947541785757,0.0187365876427527,-0.0218664830625635,0.0054916834732594,dissim-6,silhouette-1,dim-4,std
13748,dissim-11 life dim-4 max,0.0405442620863379,0.0460917409563716,0.0411748484356157,-0.0055474788700336,-0.0006305863492778,dissim-11,life,dim-4,max
13616,dissim-11 amplitude-bottleneck dim-4,0.0405442620863379,0.0460917409563716,0.0411748484356157,-0.0055474788700336,-0.0006305863492778,dissim-11,amplitude-bottleneck,dim-4,
18788,dissim-22 bd2 dim-3 std,0.0237268671232385,0.0460342219883245,0.0286080516999028,-0.022307354865086,-0.0048811845766643,dissim-22,bd2,dim-3,std
11171,dissim-6 betti dim-5 norm-1,0.0355497626634049,0.0459400927500159,0.0277887589758521,-0.010390330086611,0.0077610036875528,dissim-6,betti,dim-5,norm-1
18522,dissim-22 silhouette-1 dim-5 std,0.0185041346686493,0.0459284495387257,0.0198073580740425,-0.0274243148700764,-0.0013032234053931,dissim-22,silhouette-1,dim-5,std
17749,dissim-20 amplitude-landscape-2-2 dim-4,0.0448467912770142,0.0458931974769058,0.0376814784121965,-0.0010464061998915,0.0071653128648177,dissim-20,amplitude-landscape-2-2,dim-4,
16576,dissim-18 betti dim-3 max,0.0292006279616237,0.0457924371456857,0.0266299490049066,-0.0165918091840619,0.0025706789567171,dissim-18,betti,dim-3,max
15570,dissim-15 life dim-4 norm-2,0.0324008652358061,0.0457841270349781,0.0384236724768406,-0.0133832617991719,-0.0060228072410344,dissim-15,life,dim-4,norm-2
15442,dissim-15 amplitude-wasserstein-2 dim-4,0.0324008652358061,0.0457841270349781,0.0384236724768406,-0.0133832617991719,-0.0060228072410344,dissim-15,amplitude-wasserstein-2,dim-4,
18454,dissim-22 landscape dim-4 max,0.0294191650834672,0.0457772826644234,0.0281778255079969,-0.0163581175809562,0.0012413395754703,dissim-22,landscape,dim-4,max
15958,dissim-16 amplitude-silhouette-2-1 dim-4,0.0250780673715528,0.0457572443924364,0.0265558128257313,-0.0206791770208836,-0.0014777454541785,dissim-16,amplitude-silhouette-2-1,dim-4,
15801,dissim-16 silhouette-1 dim-4 norm-2,0.0250780673715528,0.0457572443924364,0.0265558128257313,-0.0206791770208836,-0.0014777454541785,dissim-16,silhouette-1,dim-4,norm-2
16783,dissim-18 numberofpoints dim-5,0.0345016164724882,0.0457542688485818,0.0314732112804145,-0.0112526523760935,0.0030284051920736,dissim-18,numberofpoints,dim-5,
15219,dissim-15 betti dim-3 std,0.0347945869166464,0.0457321015072477,0.0369080666721715,-0.0109375145906012,-0.002113479755525,dissim-15,betti,dim-3,std
15227,dissim-15 betti dim-3 norm-2,0.0347945869166464,0.0457321015072477,0.0369080666721715,-0.0109375145906012,-0.002113479755525,dissim-15,betti,dim-3,norm-2
12403,dissim-8 life dim-5 sum,0.0159291112359543,0.0457071933254188,0.0253898451887068,-0.0297780820894645,-0.0094607339527525,dissim-8,life,dim-5,sum
12265,dissim-8 amplitude-wasserstein-1 dim-5,0.0159291112359543,0.0457071933254188,0.0253898451887068,-0.0297780820894645,-0.0094607339527525,dissim-8,amplitude-wasserstein-1,dim-5,
12409,dissim-8 life dim-5 norm-1,0.0159291112359543,0.0457071933254188,0.0253898451887068,-0.0297780820894645,-0.0094607339527525,dissim-8,life,dim-5,norm-1
9966,dissim-3 silhouette-2 dim-4 norm-1,0.0406160938406646,0.0456994447718956,0.0282959033912917,-0.005083350931231,0.0123201904493728,dissim-3,silhouette-2,dim-4,norm-1
9960,dissim-3 silhouette-2 dim-4 sum,0.0406160938406646,0.0456994447718956,0.0282959033912917,-0.005083350931231,0.0123201904493728,dissim-3,silhouette-2,dim-4,sum
9958,dissim-3 silhouette-2 dim-4 mean,0.0406160938406646,0.0456994447718956,0.0282959033912917,-0.005083350931231,0.0123201904493728,dissim-3,silhouette-2,dim-4,mean
10062,dissim-3 amplitude-silhouette-1-2 dim-4,0.0406160938406646,0.0456994447718956,0.0282959033912917,-0.005083350931231,0.0123201904493728,dissim-3,amplitude-silhouette-1-2,dim-4,
15848,dissim-16 silhouette-2 dim-4 std,0.0231586109451699,0.0456716913853681,0.0241448391525627,-0.0225130804401981,-0.0009862282073927,dissim-16,silhouette-2,dim-4,std
13754,dissim-11 life dim-4 percentile-75,0.0431452413835305,0.0456146639649984,0.0346844147742475,-0.0024694225814679,0.0084608266092829,dissim-11,life,dim-4,percentile-75
11214,dissim-6 landscape dim-4 skew,0.0255130117483467,0.0455147421791557,0.0232056757426856,-0.0200017304308089,0.0023073360056611,dissim-6,landscape,dim-4,skew
15633,dissim-15 bd2 dim-4 kurtosis,0.0077508066344135,0.0455098866359213,0.0090367819304109,-0.0377590800015077,-0.0012859752959974,dissim-15,bd2,dim-4,kurtosis
17153,dissim-19 silhouette-1 dim-4 sum,0.032317626025462,0.045457607053346,0.0313851109627759,-0.0131399810278839,0.0009325150626861,dissim-19,silhouette-1,dim-4,sum
17303,dissim-19 amplitude-silhouette-1-1 dim-4,0.032317626025462,0.045457607053346,0.0313851109627759,-0.0131399810278839,0.0009325150626861,dissim-19,amplitude-silhouette-1-1,dim-4,
17159,dissim-19 silhouette-1 dim-4 norm-1,0.032317626025462,0.045457607053346,0.0313851109627759,-0.0131399810278839,0.0009325150626861,dissim-19,silhouette-1,dim-4,norm-1
17151,dissim-19 silhouette-1 dim-4 mean,0.032317626025462,0.045457607053346,0.0313851109627759,-0.0131399810278839,0.0009325150626861,dissim-19,silhouette-1,dim-4,mean
9394,dissim-2 landscape dim-4 max,0.0212520871038299,0.0454352052554657,0.0272952685611008,-0.0241831181516357,-0.0060431814572708,dissim-2,landscape,dim-4,max
11209,dissim-6 landscape dim-4 sum,0.0216959283652268,0.0453692948596652,0.019283131265651,-0.0236733664944384,0.0024127970995757,dissim-6,landscape,dim-4,sum
11207,dissim-6 landscape dim-4 mean,0.0216959283652268,0.0453692948596652,0.019283131265651,-0.0236733664944384,0.0024127970995757,dissim-6,landscape,dim-4,mean
11215,dissim-6 landscape dim-4 norm-1,0.0216959283652268,0.0453692948596652,0.019283131265651,-0.0236733664944384,0.0024127970995757,dissim-6,landscape,dim-4,norm-1
11386,dissim-6 amplitude-landscape-1-1 dim-4,0.0216959283652268,0.0453692948596652,0.019283131265651,-0.0236733664944384,0.0024127970995757,dissim-6,amplitude-landscape-1-1,dim-4,
8442,dissim-0 betti dim-4 norm-1,0.0331538243786628,0.0453653558665324,0.0325725756548358,-0.0122115314878695,0.000581248723827,dissim-0,betti,dim-4,norm-1
12012,dissim-7 bd2 dim-4 norm-2,0.0430141201189824,0.0453620082369335,0.0303554525421267,-0.0023478881179511,0.0126586675768556,dissim-7,bd2,dim-4,norm-2
2959,channel-14 betti dim-2 skew,0.0347979243855632,0.0453587817845013,0.0268687055798325,-0.010560857398938,0.0079292188057307,channel-14,betti,dim-2,skew
18530,dissim-22 silhouette-1 dim-5 norm-2,0.0180871009998499,0.0453380725141901,0.0194827587572426,-0.0272509715143402,-0.0013956577573927,dissim-22,silhouette-1,dim-5,norm-2
18677,dissim-22 amplitude-silhouette-2-1 dim-5,0.0180871009998499,0.0453380725141901,0.0194827587572426,-0.0272509715143402,-0.0013956577573927,dissim-22,amplitude-silhouette-2-1,dim-5,
12011,dissim-7 bd2 dim-4 norm-1,0.0418006512212892,0.0452951121428955,0.0303162649589379,-0.0034944609216062,0.0114843862623513,dissim-7,bd2,dim-4,norm-1
12005,dissim-7 bd2 dim-4 sum,0.0418006512212892,0.0452951121428955,0.0303162649589379,-0.0034944609216062,0.0114843862623513,dissim-7,bd2,dim-4,sum
11268,dissim-6 silhouette-1 dim-4 kurtosis,0.0272316179926914,0.0452768482691877,0.0220144897570784,-0.0180452302764963,0.005217128235613,dissim-6,silhouette-1,dim-4,kurtosis
11938,dissim-7 life dim-4 std,0.0253708032346664,0.045239232749073,0.0209139401086616,-0.0198684295144065,0.0044568631260047,dissim-7,life,dim-4,std
13644,dissim-11 amplitude-betti-2 dim-4,0.0370953526019128,0.0452231256851768,0.0369618964638854,-0.008127773083264,0.0001334561380273,dissim-11,amplitude-betti-2,dim-4,
12247,dissim-8 entropy dim-4,0.0237972567146364,0.0451694846622871,0.02936731107212,-0.0213722279476507,-0.0055700543574836,dissim-8,entropy,dim-4,
18008,dissim-21 landscape dim-4 kurtosis,0.0338987703734139,0.0451516122034753,0.0303258976082803,-0.0112528418300613,0.0035728727651336,dissim-21,landscape,dim-4,kurtosis
16143,dissim-17 betti dim-4 norm-1,0.034146306556548,0.0451286427442153,0.0227443615685559,-0.0109823361876673,0.011401944987992,dissim-17,betti,dim-4,norm-1
17807,dissim-20 life dim-2 percentile-25,0.0453601801722737,0.0451267600329074,0.0411930473551712,0.0002334201393662,0.0041671328171024,dissim-20,life,dim-2,percentile-25
15793,dissim-16 silhouette-1 dim-4 std,0.0235661160614654,0.0451117077572165,0.0252041942717623,-0.0215455916957511,-0.0016380782102968,dissim-16,silhouette-1,dim-4,std
17945,dissim-21 betti dim-3 norm-2,0.0338579422636375,0.0451116008360577,0.0300182504960966,-0.0112536585724201,0.0038396917675408,dissim-21,betti,dim-3,norm-2
17937,dissim-21 betti dim-3 std,0.0338579422636375,0.0451116008360577,0.0300182504960966,-0.0112536585724201,0.0038396917675408,dissim-21,betti,dim-3,std
18628,dissim-22 amplitude-betti-2 dim-5,0.0212041111335086,0.0450784077515291,0.0204002282838626,-0.0238742966180205,0.0008038828496459,dissim-22,amplitude-betti-2,dim-5,
12393,dissim-8 life dim-4 percentile-25,0.0349541433970082,0.0450560048186835,0.0296831788494584,-0.0101018614216752,0.0052709645475497,dissim-8,life,dim-4,percentile-25
18349,dissim-21 bd2 dim-4 median,0.0474487860021383,0.0450441201180775,0.0401482856578619,0.0024046658840607,0.0073005003442763,dissim-21,bd2,dim-4,median
12930,dissim-10 betti dim-1 max,0.0223018822892547,0.0450384500398858,0.0243390491291206,-0.022736567750631,-0.0020371668398659,dissim-10,betti,dim-1,max
18841,dissim-23 betti dim-3 max,0.0385690251129124,0.0450251086994729,0.0385059650084732,-0.0064560835865604,6.30601044391832e-05,dissim-23,betti,dim-3,max
9847,dissim-3 landscape dim-4 max,0.0340663570382673,0.0450232383709087,0.0272328200243661,-0.0109568813326414,0.0068335370139011,dissim-3,landscape,dim-4,max
18118,dissim-21 silhouette-2 dim-4 kurtosis,0.0499385371825668,0.0450089266160508,0.0372089611193095,0.004929610566516,0.0127295760632573,dissim-21,silhouette-2,dim-4,kurtosis
8864,dissim-1 betti dim-2 max,0.0299163515910046,0.0450040805790735,0.0209575831264833,-0.0150877289880688,0.0089587684645212,dissim-1,betti,dim-2,max
9317,dissim-2 betti dim-2 max,0.0254216721690715,0.045001452275413,0.0252636104951134,-0.0195797801063414,0.0001580616739581,dissim-2,betti,dim-2,max
18377,dissim-22 betti dim-2 max,0.0193028547133199,0.0449763838792805,0.018688152176401,-0.0256735291659605,0.0006147025369189,dissim-22,betti,dim-2,max
14702,dissim-13 bd2 dim-2 percentile-25,0.0468996266478705,0.044973591983293,0.0420989628871571,0.0019260346645775,0.0048006637607134,dissim-13,bd2,dim-2,percentile-25
8629,dissim-0 numberofpoints dim-5,0.0283038583571642,0.0449354611285828,0.0226165269909963,-0.0166316027714186,0.0056873313661679,dissim-0,numberofpoints,dim-5,
11714,dissim-7 silhouette-1 dim-4 max,0.0372347915021079,0.0449062840657821,0.0354876012644007,-0.0076714925636742,0.0017471902377071,dissim-7,silhouette-1,dim-4,max
18728,dissim-22 life dim-3 skew,0.024830142408582,0.0449061018490864,0.0284504566526777,-0.0200759594405044,-0.0036203142440957,dissim-22,life,dim-3,skew
17550,dissim-20 landscape dim-4 std,0.0372909209750656,0.0448704650297178,0.0346142561735543,-0.0075795440546522,0.0026766648015113,dissim-20,landscape,dim-4,std
1271,channel-6 betti dim-2 max,0.0317351131415618,0.0448639138933647,0.0270792203681147,-0.0131288007518028,0.0046558927734471,channel-6,betti,dim-2,max
12838,dissim-9 life dim-3 kurtosis,0.0291642598872028,0.0448572066273777,0.0243812042252194,-0.0156929467401748,0.0047830556619833,dissim-9,life,dim-3,kurtosis
16101,dissim-17 betti dim-1 max,0.0176137324731649,0.0448519767680198,0.017667771602027,-0.0272382442948548,-5.403912886213849e-05,dissim-17,betti,dim-1,max
10034,dissim-3 amplitude-landscape-1-2 dim-4,0.0334648854568183,0.0448266639628404,0.023523068746351,-0.0113617785060221,0.0099418167104673,dissim-3,amplitude-landscape-1-2,dim-4,
17658,dissim-20 silhouette-2 dim-4 max,0.0359589957873067,0.0447922412297825,0.0428895969963957,-0.0088332454424758,-0.006930601209089,dissim-20,silhouette-2,dim-4,max
17469,dissim-20 betti dim-1 norm-1,0.0357798864120963,0.0447690495242824,0.0433964608753783,-0.0089891631121861,-0.0076165744632819,dissim-20,betti,dim-1,norm-1
9306,dissim-2 betti dim-1 max,0.0157755431126782,0.0447486895659372,0.0218084165496855,-0.028973146453259,-0.0060328734370073,dissim-2,betti,dim-1,max
14300,dissim-13 betti dim-2 max,0.0252586387211877,0.0447281147931796,0.0268648322636517,-0.0194694760719919,-0.0016061935424639,dissim-13,betti,dim-2,max
9076,dissim-1 entropy dim-4,0.0311734730564318,0.0446807232454439,0.0267484932142496,-0.0135072501890121,0.0044249798421822,dissim-1,entropy,dim-4,
8573,dissim-0 silhouette-2 dim-1 skew,0.045150075926756,0.0446535778691999,0.03913729896859,0.000496498057556,0.0060127769581659,dissim-0,silhouette-2,dim-1,skew
15629,dissim-15 bd2 dim-4 sum,0.0283395467571579,0.0446208715106383,0.0307768514551092,-0.0162813247534803,-0.0024373046979512,dissim-15,bd2,dim-4,sum
15635,dissim-15 bd2 dim-4 norm-1,0.0283395467571579,0.0446208715106383,0.0307768514551092,-0.0162813247534803,-0.0024373046979512,dissim-15,bd2,dim-4,norm-1
15636,dissim-15 bd2 dim-4 norm-2,0.0283395467571579,0.0446208715106383,0.0307768514551092,-0.0162813247534803,-0.0024373046979512,dissim-15,bd2,dim-4,norm-2
11549,dissim-6 bd2 dim-4 max,0.0417733895108723,0.0445971017655526,0.04035967148295,-0.0028237122546803,0.0014137180279223,dissim-6,bd2,dim-4,max
12731,dissim-9 amplitude-betti-1 dim-4,0.034191755351748,0.0445579144575313,0.0317797472357258,-0.0103661591057832,0.0024120081160222,dissim-9,amplitude-betti-1,dim-4,
15902,dissim-16 amplitude-betti-1 dim-4,0.0408763362737585,0.0445437235506884,0.0315616602225894,-0.0036673872769298,0.0093146760511691,dissim-16,amplitude-betti-1,dim-4,
7790,channel-37 betti dim-2 norm-1,0.0328669197288384,0.0445267224989549,0.0350624510883849,-0.0116598027701165,-0.0021955313595465,channel-37,betti,dim-2,norm-1
9645,dissim-2 life dim-1 kurtosis,0.0311329828985832,0.0444173668506747,0.0309524048594632,-0.0132843839520914,0.0001805780391199,dissim-2,life,dim-1,kurtosis
11428,dissim-6 amplitude-silhouette-2-1 dim-4,0.0225287605078914,0.0444006023868624,0.0197622134231855,-0.0218718418789709,0.0027665470847059,dissim-6,amplitude-silhouette-2-1,dim-4,
11271,dissim-6 silhouette-1 dim-4 norm-2,0.0225287605078914,0.0444006023868624,0.0197622134231855,-0.0218718418789709,0.0027665470847059,dissim-6,silhouette-1,dim-4,norm-2
17742,dissim-20 amplitude-landscape-2-1 dim-4,0.0362378691801243,0.0443547181666872,0.033535151684728,-0.0081168489865628,0.0027027174953963,dissim-20,amplitude-landscape-2-1,dim-4,
17558,dissim-20 landscape dim-4 norm-2,0.0362378691801243,0.0443547181666872,0.033535151684728,-0.0081168489865628,0.0027027174953963,dissim-20,landscape,dim-4,norm-2
18517,dissim-22 silhouette-1 dim-4 skew,0.0278179272896292,0.0443244316242464,0.0259771684434723,-0.0165065043346172,0.0018407588461568,dissim-22,silhouette-1,dim-4,skew
18385,dissim-22 betti dim-2 skew,0.0127357513212604,0.0443096681492584,0.017768824082157,-0.031573916827998,-0.0050330727608966,dissim-22,betti,dim-2,skew
17489,dissim-20 betti dim-3 kurtosis,0.0255037742056424,0.04430424853629,0.0219672986076559,-0.0188004743306476,0.0035364755979865,dissim-20,betti,dim-3,kurtosis
13889,dissim-12 betti dim-5 norm-1,0.0349573630477167,0.0442592534304815,0.031687160360378,-0.0093018903827647,0.0032702026873387,dissim-12,betti,dim-5,norm-1
15401,dissim-15 silhouette-2 dim-4 skew,0.038850844347073,0.0442375162385111,0.0380866935588236,-0.005386671891438,0.0007641507882493,dissim-15,silhouette-2,dim-4,skew
9992,dissim-3 amplitude-bottleneck dim-4,0.0356207780563734,0.0442355666386716,0.0218790364795639,-0.0086147885822981,0.0137417415768095,dissim-3,amplitude-bottleneck,dim-4,
10124,dissim-3 life dim-4 max,0.0356207780563734,0.0442355666386716,0.0218790364795639,-0.0086147885822981,0.0137417415768095,dissim-3,life,dim-4,max
14784,dissim-14 betti dim-4 norm-1,0.0393789440965493,0.0441763876886039,0.0349777525993236,-0.0047974435920545,0.0044011914972257,dissim-14,betti,dim-4,norm-1
12391,dissim-8 life dim-4 std,0.025798820557226,0.0441164302353844,0.026085387512523,-0.0183176096781583,-0.0002865669552969,dissim-8,life,dim-4,std
18736,dissim-22 life dim-4 median,0.0338706186148579,0.0439823606303407,0.024430446394585,-0.0101117420154827,0.0094401722202729,dissim-22,life,dim-4,median
13479,dissim-11 landscape dim-4 skew,0.0394308038033186,0.0439505558606932,0.0338850736076685,-0.0045197520573745,0.0055457301956501,dissim-11,landscape,dim-4,skew
18621,dissim-22 amplitude-betti-1 dim-5,0.0212285523229286,0.0438651457060227,0.0204730690880548,-0.022636593383094,0.0007554832348737,dissim-22,amplitude-betti-1,dim-5,
12965,dissim-10 betti dim-4 std,0.0200757188818613,0.0438585180710445,0.0188206521911116,-0.0237827991891831,0.0012550666907497,dissim-10,betti,dim-4,std
12973,dissim-10 betti dim-4 norm-2,0.0200757188818613,0.0438585180710445,0.0188206521911116,-0.0237827991891831,0.0012550666907497,dissim-10,betti,dim-4,norm-2
12451,dissim-8 bd2 dim-3 kurtosis,0.0341355730010912,0.0438119995315433,0.0296251342604298,-0.0096764265304521,0.0045104387406613,dissim-8,bd2,dim-3,kurtosis
11037,dissim-5 life dim-4 kurtosis,0.0188064974947745,0.0436848222453341,0.0162878506224098,-0.0248783247505595,0.0025186468723647,dissim-5,life,dim-4,kurtosis
17900,dissim-20 bd2 dim-4 norm-1,0.0261736900034383,0.043683916576219,0.0246822639943703,-0.0175102265727806,0.0014914260090679,dissim-20,bd2,dim-4,norm-1
17894,dissim-20 bd2 dim-4 sum,0.0261736900034383,0.043683916576219,0.0246822639943703,-0.0175102265727806,0.0014914260090679,dissim-20,bd2,dim-4,sum
18399,dissim-22 betti dim-4 max,0.0173833013208727,0.0436825364452231,0.0163767698651447,-0.0262992351243504,0.0010065314557279,dissim-22,betti,dim-4,max
11264,dissim-6 silhouette-1 dim-4 sum,0.0205386397418874,0.0436138156500116,0.0229199394955186,-0.0230751759081242,-0.0023812997536311,dissim-6,silhouette-1,dim-4,sum
11270,dissim-6 silhouette-1 dim-4 norm-1,0.0205386397418874,0.0436138156500116,0.0229199394955186,-0.0230751759081242,-0.0023812997536311,dissim-6,silhouette-1,dim-4,norm-1
11414,dissim-6 amplitude-silhouette-1-1 dim-4,0.0205386397418874,0.0436138156500116,0.0229199394955186,-0.0230751759081242,-0.0023812997536311,dissim-6,amplitude-silhouette-1-1,dim-4,
11262,dissim-6 silhouette-1 dim-4 mean,0.0205386397418874,0.0436138156500116,0.0229199394955186,-0.0230751759081242,-0.0023812997536311,dissim-6,silhouette-1,dim-4,mean
9672,dissim-2 life dim-4 mean,0.0225186532974346,0.0436076284841169,0.0247368224656149,-0.0210889751866822,-0.0022181691681803,dissim-2,life,dim-4,mean
17955,dissim-21 betti dim-4 norm-1,0.0334076288437462,0.0435926887907865,0.0316743958559215,-0.0101850599470402,0.0017332329878247,dissim-21,betti,dim-4,norm-1
17471,dissim-20 betti dim-2 max,0.0374764280305701,0.0435919360001043,0.0332250474353995,-0.0061155079695341,0.0042513805951706,dissim-20,betti,dim-2,max
8605,dissim-0 silhouette-2 dim-4 kurtosis,0.0322159868001681,0.0435706612833258,0.0233659431661807,-0.0113546744831576,0.0088500436339873,dissim-0,silhouette-2,dim-4,kurtosis
18142,dissim-21 numberofpoints dim-5,0.0362096112532196,0.043557328732693,0.0349417327180904,-0.0073477174794733,0.0012678785351291,dissim-21,numberofpoints,dim-5,
10013,dissim-3 amplitude-betti-1 dim-4,0.0289874282472019,0.0435501309086087,0.0243191771417968,-0.0145627026614067,0.004668251105405,dissim-3,amplitude-betti-1,dim-4,
18390,dissim-22 betti dim-3 std,0.0400087882262267,0.0435493484891103,0.038884049961885,-0.0035405602628835,0.0011247382643417,dissim-22,betti,dim-3,std
18398,dissim-22 betti dim-3 norm-2,0.0400087882262267,0.0435493484891103,0.038884049961885,-0.0035405602628835,0.0011247382643417,dissim-22,betti,dim-3,norm-2
12537,dissim-9 landscape dim-1 median,0.0176669622077959,0.0435445549607352,0.0172705810112928,-0.0258775927529392,0.0003963811965031,dissim-9,landscape,dim-1,median
17901,dissim-20 bd2 dim-4 norm-2,0.0269006511985048,0.0434771746737427,0.0246822639943703,-0.0165765234752379,0.0022183872041344,dissim-20,bd2,dim-4,norm-2
9328,dissim-2 betti dim-3 max,0.0208302785905087,0.0434562047743476,0.0153271332007976,-0.0226259261838388,0.0055031453897111,dissim-2,betti,dim-3,max
