index,name,score,mean,variance,unique_values,edges,min_stage_length
6053,channel-28 life dim-2 kurtosis,0.0141000983363314,-0.1587588315638879,2.2387544973827773,947,"[0, 58, 355, 599, 977, 1046]",58.0
6054,channel-28 life dim-2 skew,0.0173041614789327,0.7957462205386341,0.4658014256202538,993,"[0, 71, 354, 627, 975, 1046]",71.0
6055,channel-28 life dim-2 norm-1,0.0274450768303299,2.8611410320199885e-06,2.7586503540623078e-12,1045,"[0, 187, 421, 630, 990, 1046]",56.0
6056,channel-28 life dim-2 norm-2,0.0845598518905627,1.188799813506378e-06,4.146952336310437e-13,1045,"[0, 231, 323, 354, 604, 1046]",31.0
6057,channel-28 bd2 all max,0.0533073781471516,1.0730151053919544e-05,8.496719742372743e-12,1046,"[0, 107, 326, 553, 873, 1046]",107.0
6058,channel-28 bd2 all mean,0.0407503685924315,6.039773317843585e-06,1.0764644577156697e-12,1046,"[0, 148, 489, 726, 932, 1046]",114.0
6059,channel-28 bd2 all std,0.0199591151033543,1.4413653276913737e-06,2.472514883660081e-13,1046,"[0, 84, 227, 433, 761, 1046]",84.0
6060,channel-28 bd2 all sum,0.073383913427614,0.0004487846393437,8.789166570601532e-09,1046,"[0, 204, 534, 773, 854, 1046]",81.0
6061,channel-28 bd2 all percentile-25,0.0347488336165935,5.0577033971410905e-06,7.590310483591714e-13,1046,"[0, 136, 436, 646, 790, 1046]",136.0
6062,channel-28 bd2 all median,0.0151284952024365,5.803360272552388e-06,1.0088099219775561e-12,1046,"[0, 125, 436, 647, 790, 1046]",125.0
6063,channel-28 bd2 all percentile-75,-0.0062138298802315,6.767553050389999e-06,1.4714226377100452e-12,1046,"[0, 85, 466, 662, 904, 1046]",85.0
6064,channel-28 bd2 all kurtosis,0.0446644383124472,1.8386704672184493,12.991807163501525,1046,"[0, 86, 333, 508, 796, 1046]",86.0
6065,channel-28 bd2 all skew,0.0195279389856062,0.9606272781510792,0.5914490667153846,1046,"[0, 86, 333, 508, 726, 1046]",86.0
6066,channel-28 bd2 all norm-1,0.073383913427614,0.0004487846393437,8.789166570601532e-09,1046,"[0, 204, 534, 773, 854, 1046]",81.0
6067,channel-28 bd2 all norm-2,0.0687265747725518,5.343479926288361e-05,8.883925830394007e-11,1046,"[0, 213, 534, 692, 868, 1046]",158.0
6068,channel-28 bd2 dim-1 max,0.0152075207637433,9.252560162658624e-06,4.371279114312062e-12,1046,"[0, 129, 457, 707, 944, 1046]",102.0
6069,channel-28 bd2 dim-1 mean,0.0740658010666739,5.82296897929824e-06,9.788462869951986e-13,1046,"[0, 139, 533, 699, 930, 1046]",116.0
6070,channel-28 bd2 dim-1 std,-0.0027751571924638,1.2336756349804792e-06,1.8081416369053145e-13,1046,"[0, 115, 428, 692, 947, 1046]",99.0
6071,channel-28 bd2 dim-1 sum,0.1406591571645062,0.0003835046407629,6.234918419393253e-09,1046,"[0, 546, 609, 790, 854, 1046]",63.0
6072,channel-28 bd2 dim-1 percentile-25,0.0572272456639838,4.97242190340678e-06,7.519806500917636e-13,1046,"[0, 140, 348, 563, 793, 1046]",140.0
6073,channel-28 bd2 dim-1 median,0.0375195028978979,5.662343811543151e-06,1.000122467611456e-12,1046,"[0, 194, 534, 699, 790, 1046]",91.0
6074,channel-28 bd2 dim-1 percentile-75,0.0545563169870295,6.501351456604582e-06,1.3856923801817896e-12,1046,"[0, 140, 338, 647, 970, 1046]",76.0
6075,channel-28 bd2 dim-1 kurtosis,-0.0206659757236458,0.746637595254507,3.680588864005216,1046,"[0, 86, 293, 726, 927, 1046]",86.0
6076,channel-28 bd2 dim-1 skew,0.0042360202196527,0.6389630848819924,0.4161457457393896,1046,"[0, 86, 632, 806, 927, 1046]",86.0
6077,channel-28 bd2 dim-1 norm-1,0.1406591571645062,0.0003835046407629,6.234918419393253e-09,1046,"[0, 546, 609, 790, 854, 1046]",63.0
6078,channel-28 bd2 dim-1 norm-2,0.0628266755807666,4.82597005685318e-05,7.258389386866035e-11,1046,"[0, 169, 534, 699, 846, 1046]",147.0
6079,channel-28 bd2 dim-2 max,0.0402895109954836,1.0317341561584591e-05,9.749870982843756e-12,1045,"[0, 140, 310, 546, 765, 1046]",140.0
6080,channel-28 bd2 dim-2 mean,0.1085747362880025,7.917221674890692e-06,4.366975406497076e-12,1045,"[0, 140, 253, 486, 985, 1046]",61.0
6081,channel-28 bd2 dim-2 std,-0.0052694269294292,1.4453118494442557e-06,9.56898334976387e-13,1026,"[0, 86, 204, 518, 694, 1046]",86.0
6082,channel-28 bd2 dim-2 sum,0.0571860525848209,6.527999858084197e-05,1.075442084103451e-09,1045,"[0, 176, 409, 632, 801, 1046]",169.0
6083,channel-28 bd2 dim-2 percentile-25,0.0847623264510345,6.977997764170098e-06,3.3709096675431825e-12,1045,"[0, 129, 253, 486, 985, 1046]",61.0
6084,channel-28 bd2 dim-2 median,0.0565394563923459,7.730103295468984e-06,4.606218566821833e-12,1045,"[0, 66, 253, 486, 998, 1046]",48.0
6085,channel-28 bd2 dim-2 percentile-75,0.0587308747824429,8.657025265134128e-06,6.636787423304433e-12,1045,"[0, 140, 486, 720, 998, 1046]",48.0
6086,channel-28 bd2 dim-2 kurtosis,0.047517240861146,-0.4687275390925413,1.721249073040056,956,"[0, 136, 546, 769, 990, 1046]",56.0
6087,channel-28 bd2 dim-2 skew,-0.0039474290326324,0.306030174426692,0.6238646193032917,993,"[0, 62, 194, 499, 864, 1046]",62.0
6088,channel-28 bd2 dim-2 norm-1,0.0571860525848209,6.527999858084197e-05,1.075442084103451e-09,1045,"[0, 176, 409, 632, 801, 1046]",169.0
6089,channel-28 bd2 dim-2 norm-2,0.0544607812729939,2.2317785148122245e-05,4.447788519525199e-11,1045,"[0, 213, 308, 436, 620, 1046]",95.0
6090,channel-29 betti dim-1 max,0.0512755827801756,11.7151051625239,37.69866156787759,37,"[0, 48, 245, 452, 810, 1046]",48.0
6091,channel-29 betti dim-1 mean,-1.0,0.0,0.0,1,,
6092,channel-29 betti dim-1 std,0.0260480725201664,1.7016157467066193,0.618199137218094,393,"[0, 121, 245, 452, 557, 1046]",105.0
6093,channel-29 betti dim-1 sum,-1.0,0.0,0.0,1,,
6094,channel-29 betti dim-1 percentile-25,-1.0,0.0,0.0,1,,
6095,channel-29 betti dim-1 median,-1.0,0.0,0.0,1,,
6096,channel-29 betti dim-1 percentile-75,-1.0,0.0,0.0,1,,
6097,channel-29 betti dim-1 kurtosis,0.0051377426589319,36.73664327200027,116.07165568339585,972,"[0, 186, 402, 700, 819, 1046]",119.0
6098,channel-29 betti dim-1 skew,-0.0024991154394038,1.4650081155457997,5.846397690113355,972,"[0, 89, 470, 579, 976, 1046]",70.0
6099,channel-29 betti dim-1 norm-1,0.0238232543523445,32.8546845124283,164.7233608094629,39,"[0, 112, 247, 344, 489, 1046]",97.0
6100,channel-29 betti dim-1 norm-2,0.0260480725201664,16.930862907558865,61.201714584591386,393,"[0, 121, 245, 452, 557, 1046]",105.0
6101,channel-29 betti dim-2 max,0.0281733994877989,1.9894837476099427,2.238166814568198,11,"[0, 182, 318, 491, 871, 1046]",136.0
6102,channel-29 betti dim-2 mean,-1.0,0.0,0.0,1,,
6103,channel-29 betti dim-2 std,0.0454435936324684,0.3297582271610917,0.0467786715601308,59,"[0, 55, 213, 311, 850, 1046]",55.0
6104,channel-29 betti dim-2 sum,-1.0,0.0,0.0,1,,
6105,channel-29 betti dim-2 percentile-25,-1.0,0.0,0.0,1,,
6106,channel-29 betti dim-2 median,-1.0,0.0,0.0,1,,
6107,channel-29 betti dim-2 percentile-75,-1.0,0.0,0.0,1,,
6108,channel-29 betti dim-2 kurtosis,0.0070372531510266,30.96171385234257,194.2579360590024,116,"[0, 363, 514, 782, 960, 1046]",86.0
6109,channel-29 betti dim-2 skew,0.0153986378225919,0.083933634160683,3.0060751906469454,135,"[0, 178, 417, 623, 852, 1046]",178.0
6110,channel-29 betti dim-2 norm-1,0.0494691552847925,6.413001912045889,19.098165716742788,14,"[0, 56, 225, 316, 876, 1046]",56.0
6111,channel-29 betti dim-2 norm-2,0.0454435936324685,3.281052933078372,4.6310884844529445,59,"[0, 55, 213, 311, 850, 1046]",55.0
6112,channel-29 landscape dim-1 max,0.0074657838116744,1.6207501100553514e-06,1.032761457533587e-12,1046,"[0, 120, 330, 512, 965, 1046]",81.0
6113,channel-29 landscape dim-1 mean,0.065340159872063,5.694110301921293e-08,3.5079242564392385e-15,1046,"[0, 247, 512, 713, 965, 1046]",81.0
6114,channel-29 landscape dim-1 std,0.0512849833996372,2.4536117125613e-07,3.5997888142591285e-14,1046,"[0, 179, 512, 713, 965, 1046]",81.0
6115,channel-29 landscape dim-1 sum,0.0653401598720631,5.694110301921293e-06,3.5079242564392413e-11,1046,"[0, 247, 512, 713, 965, 1046]",81.0
6116,channel-29 landscape dim-1 percentile-25,-1.0,0.0,0.0,1,,
6117,channel-29 landscape dim-1 median,-1.0,0.0,0.0,1,,
6118,channel-29 landscape dim-1 percentile-75,-1.0,0.0,0.0,1,,
6119,channel-29 landscape dim-1 kurtosis,-0.0101123470924919,30.733723798701472,125.8279284497426,1046,"[0, 89, 355, 627, 852, 1046]",89.0
6120,channel-29 landscape dim-1 skew,0.0129703043482901,5.422308549932708,0.8629950130952957,1046,"[0, 367, 540, 715, 920, 1046]",126.0
6121,channel-29 landscape dim-1 norm-1,0.0653401598720631,5.694110301921293e-06,3.5079242564392413e-11,1046,"[0, 247, 512, 713, 965, 1046]",81.0
6122,channel-29 landscape dim-1 norm-2,0.0377996315011693,2.5209351187088416e-06,3.93989650963866e-12,1046,"[0, 120, 512, 715, 965, 1046]",81.0
6123,channel-29 landscape dim-2 max,0.0226549731896197,2.3289522719396146e-07,3.847857128614844e-14,984,"[0, 140, 338, 682, 906, 1046]",140.0
6124,channel-29 landscape dim-2 mean,0.0589627623376401,4.653883835227128e-09,2.937571144323844e-17,984,"[0, 47, 338, 682, 906, 1046]",47.0
6125,channel-29 landscape dim-2 std,0.0384179272801282,2.8236501403231024e-08,6.81360696838199e-16,984,"[0, 46, 338, 682, 906, 1046]",46.0
6126,channel-29 landscape dim-2 sum,0.0589627623376401,4.6538838352271284e-07,2.937571144323849e-13,984,"[0, 47, 338, 682, 906, 1046]",47.0
6127,channel-29 landscape dim-2 percentile-25,-1.0,0.0,0.0,1,,
6128,channel-29 landscape dim-2 median,-1.0,0.0,0.0,1,,
6129,channel-29 landscape dim-2 percentile-75,-1.0,0.0,0.0,1,,
6130,channel-29 landscape dim-2 kurtosis,-0.0032578278668487,56.96833837531906,745.3684843283563,873,"[0, 63, 302, 377, 518, 1046]",63.0
6131,channel-29 landscape dim-2 skew,0.0308768260147683,7.14175345693036,5.65221328472756,861,"[0, 226, 377, 525, 923, 1046]",123.0
6132,channel-29 landscape dim-2 norm-1,0.0589627623376401,4.6538838352271284e-07,2.937571144323849e-13,984,"[0, 47, 338, 682, 906, 1046]",47.0
6133,channel-29 landscape dim-2 norm-2,0.0369063244017455,2.863516212334075e-07,7.097215744934967e-14,984,"[0, 140, 338, 682, 906, 1046]",140.0
6134,channel-29 silhouette-1 dim-1 max,0.0030248973999732,3.66118649771513e-07,1.368296480016954e-13,1046,"[0, 144, 300, 551, 798, 1046]",144.0
6135,channel-29 silhouette-1 dim-1 mean,-0.0048631700589019,1.2269135925747672e-08,4.552594108736564e-16,1046,"[0, 98, 343, 521, 766, 1046]",98.0
6136,channel-29 silhouette-1 dim-1 std,0.0721271102658584,5.447520223651071e-08,4.968628057961231e-15,1046,"[0, 325, 539, 728, 956, 1046]",90.0
6137,channel-29 silhouette-1 dim-1 sum,-0.004863170058902,1.226913592574767e-06,4.552594108736569e-12,1046,"[0, 98, 343, 521, 766, 1046]",98.0
6138,channel-29 silhouette-1 dim-1 percentile-25,-1.0,0.0,0.0,1,,
6139,channel-29 silhouette-1 dim-1 median,-1.0,0.0,0.0,1,,
6140,channel-29 silhouette-1 dim-1 percentile-75,-1.0,0.0,0.0,1,,
6141,channel-29 silhouette-1 dim-1 kurtosis,0.0008753298517355,40.642795188433126,334.5543728221735,1046,"[0, 88, 375, 726, 971, 1046]",75.0
6142,channel-29 silhouette-1 dim-1 skew,-0.0044242271796683,6.169493306821633,1.8608652143302435,1046,"[0, 207, 388, 699, 958, 1046]",88.0
6143,channel-29 silhouette-1 dim-1 norm-1,-0.004863170058902,1.226913592574767e-06,4.552594108736569e-12,1046,"[0, 98, 343, 521, 766, 1046]",98.0
6144,channel-29 silhouette-1 dim-1 norm-2,0.0574410581563143,5.590952753524287e-07,5.416084094489103e-13,1046,"[0, 307, 535, 742, 958, 1046]",88.0
6145,channel-29 silhouette-1 dim-2 max,-0.0131882072879804,8.284321359026788e-08,1.3357428873514756e-14,984,"[0, 137, 381, 682, 895, 1046]",137.0
6146,channel-29 silhouette-1 dim-2 mean,-0.0106436400996925,1.3828254514672843e-09,8.865290290177834e-18,984,"[0, 412, 682, 902, 981, 1046]",65.0
6147,channel-29 silhouette-1 dim-2 std,0.0155513827420914,9.403499195359352e-09,2.2990971522855117e-16,984,"[0, 455, 690, 893, 981, 1046]",65.0
6148,channel-29 silhouette-1 dim-2 sum,-0.0106436400996925,1.382825451467284e-07,8.865290290177851e-14,984,"[0, 412, 682, 902, 981, 1046]",65.0
6149,channel-29 silhouette-1 dim-2 percentile-25,-1.0,0.0,0.0,1,,
6150,channel-29 silhouette-1 dim-2 median,-1.0,0.0,0.0,1,,
6151,channel-29 silhouette-1 dim-2 percentile-75,-1.0,0.0,0.0,1,,
6152,channel-29 silhouette-1 dim-2 kurtosis,0.0247193206789343,65.65871040387702,744.6260724713675,875,"[0, 359, 513, 677, 891, 1046]",154.0
6153,channel-29 silhouette-1 dim-2 skew,0.0468497430816712,7.726313120920619,5.791440831050899,861,"[0, 377, 525, 665, 923, 1046]",123.0
6154,channel-29 silhouette-1 dim-2 norm-1,-0.0106436400996925,1.382825451467284e-07,8.865290290177851e-14,984,"[0, 412, 682, 902, 981, 1046]",65.0
6155,channel-29 silhouette-1 dim-2 norm-2,0.0163068413602188,9.510134168101215e-08,2.3867025682764048e-14,984,"[0, 464, 692, 893, 981, 1046]",65.0
6156,channel-29 silhouette-2 dim-1 max,0.1009873206416888,7.387288772498026e-07,6.224789299860773e-13,1046,"[0, 148, 245, 512, 596, 1046]",84.0
6157,channel-29 silhouette-2 dim-1 mean,0.0386683736344967,2.4392870353323333e-08,1.8214706076675752e-15,1046,"[0, 245, 412, 567, 766, 1046]",155.0
6158,channel-29 silhouette-2 dim-1 std,-0.0050093129574593,1.0955365198798038e-07,2.1347748101259496e-14,1046,"[0, 120, 324, 513, 766, 1046]",120.0
6159,channel-29 silhouette-2 dim-1 sum,0.0386683736344964,2.4392870353323336e-06,1.821470607667577e-11,1046,"[0, 245, 412, 567, 766, 1046]",155.0
6160,channel-29 silhouette-2 dim-1 percentile-25,-1.0,0.0,0.0,1,,
6161,channel-29 silhouette-2 dim-1 median,-1.0,0.0,0.0,1,,
6162,channel-29 silhouette-2 dim-1 percentile-75,-1.0,0.0,0.0,1,,
6163,channel-29 silhouette-2 dim-1 kurtosis,0.0090856154770474,42.59463319385837,333.2114332388237,1046,"[0, 101, 437, 644, 1004, 1046]",42.0
6164,channel-29 silhouette-2 dim-1 skew,0.0029195153292574,6.332769305203455,1.7890426824592478,1046,"[0, 105, 383, 679, 963, 1046]",83.0
6165,channel-29 silhouette-2 dim-1 norm-1,0.0386683736344964,2.4392870353323336e-06,1.821470607667577e-11,1046,"[0, 245, 412, 567, 766, 1046]",155.0
6166,channel-29 silhouette-2 dim-1 norm-2,0.0806352727855564,1.123629314610755e-06,2.314077794035096e-12,1046,"[0, 245, 367, 512, 642, 1046]",122.0
6167,channel-29 silhouette-2 dim-2 max,-0.0097930835494634,1.2242870861301793e-07,2.680089499336524e-14,984,"[0, 137, 381, 682, 895, 1046]",137.0
6168,channel-29 silhouette-2 dim-2 mean,-0.0011453631002064,1.943791228163601e-09,1.6537504836312917e-17,984,"[0, 420, 683, 897, 981, 1046]",65.0
6169,channel-29 silhouette-2 dim-2 std,-0.013740973623829,1.3701368280860314e-08,4.490222845067497e-16,984,"[0, 393, 682, 902, 981, 1046]",65.0
6170,channel-29 silhouette-2 dim-2 sum,-0.0011453631002056,1.9437912281636013e-07,1.6537504836312916e-13,984,"[0, 420, 683, 897, 981, 1046]",65.0
6171,channel-29 silhouette-2 dim-2 percentile-25,-1.0,0.0,0.0,1,,
6172,channel-29 silhouette-2 dim-2 median,-1.0,0.0,0.0,1,,
6173,channel-29 silhouette-2 dim-2 percentile-75,-1.0,0.0,0.0,1,,
6174,channel-29 silhouette-2 dim-2 kurtosis,0.0201473624391728,69.19590085071715,739.7319129932116,873,"[0, 377, 525, 699, 965, 1046]",81.0
6175,channel-29 silhouette-2 dim-2 skew,0.0444229863408865,7.964546632547152,5.836541962680379,863,"[0, 377, 525, 665, 923, 1046]",123.0
6176,channel-29 silhouette-2 dim-2 norm-1,-0.0011453631002056,1.9437912281636013e-07,1.6537504836312916e-13,984,"[0, 420, 683, 897, 981, 1046]",65.0
6177,channel-29 silhouette-2 dim-2 norm-2,-0.0077478715108148,1.3845932658100658e-07,4.6535556002894465e-14,984,"[0, 394, 685, 900, 981, 1046]",65.0
6178,channel-29 entropy dim-1,0.1081386091767138,-0.3530513973001185,0.0026818065034442,1046,"[0, 169, 362, 486, 711, 1046]",124.0
6179,channel-29 entropy dim-2,0.0452377896771138,-0.1483019056110473,0.0042396781002526,1013,"[0, 131, 286, 398, 810, 1046]",112.0
6180,channel-29 numberofpoints dim-1,0.0730370908190844,54.73804971319312,311.9160053793444,88,"[0, 86, 245, 363, 754, 1046]",86.0
6181,channel-29 numberofpoints dim-2,0.0620810479671546,10.181644359464627,48.259796719331966,37,"[0, 114, 284, 429, 810, 1046]",114.0
6182,channel-29 amplitude-bottleneck dim-1,0.0604428026575816,1.851265091340662e-06,1.0546514502593845e-12,1046,"[0, 245, 502, 647, 924, 1046]",122.0
6183,channel-29 amplitude-bottleneck dim-2,0.0122509828994314,3.478655299010649e-07,4.141923375967201e-14,1037,"[0, 193, 444, 682, 906, 1046]",140.0
6184,channel-29 amplitude-bottleneck norm-1,-0.0025330219889821,2.199130621241727e-06,1.0897845211581088e-12,1046,"[0, 76, 245, 521, 965, 1046]",76.0
6185,channel-29 amplitude-bottleneck norm-2,0.0013606161136049,1.9005017186805856e-06,1.0322957963652114e-12,1046,"[0, 104, 275, 539, 908, 1046]",104.0
6186,channel-29 amplitude-wasserstein-1 dim-1,0.0436635531394605,1.9985521507547293e-05,3.328140510247072e-11,1046,"[0, 47, 348, 419, 918, 1046]",47.0
6187,channel-29 amplitude-wasserstein-1 dim-2,0.0622589242978211,1.5199860275106142e-06,1.2791514617605921e-12,1037,"[0, 121, 195, 306, 504, 1046]",74.0
6188,channel-29 amplitude-wasserstein-1 norm-1,0.0853060580867796,2.1505507535057907e-05,4.3385594265791155e-11,1046,"[0, 47, 267, 419, 978, 1046]",47.0
6189,channel-29 amplitude-wasserstein-1 norm-2,0.0483705428557997,2.0060696040269927e-05,3.385978844619311e-11,1046,"[0, 47, 236, 551, 918, 1046]",47.0
6190,channel-29 amplitude-wasserstein-2 dim-1,0.0174487592946158,3.7932492576551353e-06,1.1223750668490566e-12,1046,"[0, 148, 509, 717, 941, 1046]",105.0
6191,channel-29 amplitude-wasserstein-2 dim-2,0.0682711497848497,5.433532521187861e-07,8.10905019234752e-14,1037,"[0, 140, 300, 525, 981, 1046]",65.0
6192,channel-29 amplitude-wasserstein-2 norm-1,0.0082473514777081,4.336602509773922e-06,1.3171376983333689e-12,1046,"[0, 47, 297, 522, 964, 1046]",47.0
6193,channel-29 amplitude-wasserstein-2 norm-2,0.0161331635067194,3.842168911670855e-06,1.1251013923010864e-12,1046,"[0, 153, 501, 711, 941, 1046]",105.0
6194,channel-29 amplitude-betti-1 dim-1,0.058106024103025,4.010968348277883e-05,1.4399654738089154e-10,64,"[0, 59, 228, 562, 978, 1046]",59.0
6195,channel-29 amplitude-betti-1 dim-2,0.081597624330573,3.0309597860530585e-06,5.578308513921325e-12,23,"[0, 55, 140, 311, 810, 1046]",55.0
6196,channel-29 amplitude-betti-1 norm-1,0.0413474534528835,4.314064326883189e-05,1.8495957198866252e-10,419,"[0, 114, 278, 475, 903, 1046]",114.0
6197,channel-29 amplitude-betti-1 norm-2,0.0424934980556259,4.026593246380111e-05,1.4619973833896914e-10,419,"[0, 113, 281, 491, 800, 1046]",113.0
6198,channel-29 amplitude-betti-2 dim-1,0.0302239745345239,0.0209784850906704,5.561888359144308e-05,626,"[0, 110, 245, 418, 878, 1046]",110.0
6199,channel-29 amplitude-betti-2 dim-2,0.0605490066695276,0.0023243232430938,2.693695793718942e-06,86,"[0, 73, 209, 322, 516, 1046]",73.0
6200,channel-29 amplitude-betti-2 norm-1,0.0424708244467756,0.0233028083337642,7.535038781204184e-05,993,"[0, 121, 245, 362, 490, 1046]",117.0
6201,channel-29 amplitude-betti-2 norm-2,0.0378320985813494,0.0211383363418102,5.69813586459624e-05,993,"[0, 121, 245, 362, 490, 1046]",117.0
6202,channel-29 amplitude-landscape-1-1 dim-1,0.065340159872063,6.024635063543579e-12,3.926991363832725e-23,1046,"[0, 247, 512, 713, 965, 1046]",81.0
6203,channel-29 amplitude-landscape-1-1 dim-2,0.0589627623376401,2.7796907596455257e-13,1.0479734564259045e-25,984,"[0, 47, 338, 682, 906, 1046]",47.0
6204,channel-29 amplitude-landscape-1-1 norm-1,0.0200736312111306,6.3026041395081326e-12,3.94758192854584e-23,1046,"[0, 76, 492, 713, 965, 1046]",76.0
6205,channel-29 amplitude-landscape-1-1 norm-2,0.0389642883035027,6.044064333180198e-12,3.921734132741776e-23,1046,"[0, 104, 512, 713, 965, 1046]",81.0
6206,channel-29 amplitude-landscape-1-2 dim-1,0.0428878255826531,8.719680172971422e-12,6.035893034891176e-23,1046,"[0, 245, 521, 739, 965, 1046]",81.0
6207,channel-29 amplitude-landscape-1-2 dim-2,0.0723299205124071,3.3947780821792425e-13,1.3989493265280628e-25,984,"[0, 55, 338, 683, 900, 1046]",55.0
6208,channel-29 amplitude-landscape-1-2 norm-1,0.028380104998171,9.059157981189348e-12,6.068556199207183e-23,1046,"[0, 245, 512, 766, 965, 1046]",81.0
6209,channel-29 amplitude-landscape-1-2 norm-2,0.0296398160837051,8.73827385362492e-12,6.028926249497067e-23,1046,"[0, 247, 521, 766, 965, 1046]",81.0
6210,channel-29 amplitude-landscape-2-1 dim-1,0.0377996315011694,2.593069178112492e-09,4.168594811149497e-18,1046,"[0, 120, 512, 715, 965, 1046]",81.0
6211,channel-29 amplitude-landscape-2-1 dim-2,0.0369063244017453,2.2130443562478783e-10,4.239054029685232e-20,984,"[0, 140, 338, 682, 906, 1046]",140.0
6212,channel-29 amplitude-landscape-2-1 norm-1,0.0960309743214344,2.8143736137372796e-09,4.216755020076669e-18,1046,"[0, 245, 512, 647, 965, 1046]",81.0
6213,channel-29 amplitude-landscape-2-1 norm-2,0.1239433743711432,2.614041665057327e-09,4.150697303737973e-18,1046,"[0, 245, 512, 596, 965, 1046]",81.0
6214,channel-29 amplitude-landscape-2-2 dim-1,0.0311993561946081,2.974956587264898e-09,4.5567338094132985e-18,1046,"[0, 288, 510, 735, 943, 1046]",103.0
6215,channel-29 amplitude-landscape-2-2 dim-2,0.0456166312392348,2.3595172636364635e-10,4.589611772076577e-20,984,"[0, 46, 346, 682, 906, 1046]",46.0
6216,channel-29 amplitude-landscape-2-2 norm-1,0.0933944577334516,3.210908313628545e-09,4.618771531257248e-18,1046,"[0, 76, 512, 596, 965, 1046]",76.0
6217,channel-29 amplitude-landscape-2-2 norm-2,-0.0101361357272116,2.9947342384075693e-09,4.5401769752733594e-18,1046,"[0, 110, 302, 544, 928, 1046]",110.0
6218,channel-29 amplitude-silhouette-1-1 dim-1,-0.0048631700589023,1.298131974589616e-12,5.096460596384577e-24,1046,"[0, 98, 343, 521, 766, 1046]",98.0
6219,channel-29 amplitude-silhouette-1-1 dim-2,-0.0106436400996925,8.259396378892789e-14,3.1626770727131217e-26,984,"[0, 412, 682, 902, 981, 1046]",65.0
6220,channel-29 amplitude-silhouette-1-1 norm-1,0.0726727154972988,1.380725938378544e-12,5.221580456416656e-24,1046,"[0, 247, 521, 712, 964, 1046]",82.0
6221,channel-29 amplitude-silhouette-1-1 norm-2,0.0553817445426326,1.310049454140605e-12,5.103802964677989e-24,1046,"[0, 296, 521, 767, 964, 1046]",82.0
6222,channel-29 amplitude-silhouette-1-2 dim-1,0.0386683736344961,2.580879790500689e-12,2.039068925919841e-23,1046,"[0, 245, 412, 567, 766, 1046]",155.0
6223,channel-29 amplitude-silhouette-1-2 dim-2,-0.0011453631002065,1.1609955699168622e-13,5.899726424484609e-26,984,"[0, 420, 683, 897, 981, 1046]",65.0
6224,channel-29 amplitude-silhouette-1-2 norm-1,0.0129679968735946,2.6969793474923746e-12,2.0615884734464562e-23,1046,"[0, 120, 362, 513, 712, 1046]",120.0
6225,channel-29 amplitude-silhouette-1-2 norm-2,0.1090018834434108,2.596487979676365e-12,2.0382291864147352e-23,1046,"[0, 245, 472, 596, 922, 1046]",124.0
6226,channel-29 amplitude-silhouette-2-1 dim-1,0.0574410581563143,5.750932324221164e-10,5.730470330325332e-19,1046,"[0, 307, 535, 742, 958, 1046]",88.0
6227,channel-29 amplitude-silhouette-2-1 dim-2,0.0163068413602188,7.349826991453087e-11,1.425539465519642e-20,984,"[0, 464, 692, 893, 981, 1046]",65.0
6228,channel-29 amplitude-silhouette-2-1 norm-1,-0.0069696740029452,6.485915023366472e-10,6.097085922771136e-19,1046,"[0, 126, 294, 542, 844, 1046]",126.0
6229,channel-29 amplitude-silhouette-2-1 norm-2,0.0540904296065682,5.891869632082671e-10,5.762848386633967e-19,1046,"[0, 296, 521, 766, 964, 1046]",82.0
6230,channel-29 amplitude-silhouette-2-2 dim-1,0.0806352727855563,1.155780853587818e-09,2.4484025560599537e-18,1046,"[0, 245, 367, 512, 642, 1046]",122.0
6231,channel-29 amplitude-silhouette-2-2 dim-2,-0.0077478715108149,1.0700712290021074e-10,2.7794947101403064e-20,984,"[0, 394, 685, 900, 981, 1046]",65.0
6232,channel-29 amplitude-silhouette-2-2 norm-1,0.0357944142274355,1.2627879764880288e-09,2.509720024603171e-18,1046,"[0, 245, 362, 513, 712, 1046]",117.0
6233,channel-29 amplitude-silhouette-2-2 norm-2,0.0733216967799422,1.1747194620366795e-09,2.4434803161637287e-18,1046,"[0, 245, 472, 647, 944, 1046]",102.0
6234,channel-29 life all max,0.0604428026575816,3.702530182681324e-06,4.218605801037537e-12,1046,"[0, 245, 502, 647, 924, 1046]",122.0
6235,channel-29 life all mean,0.0184016792655527,7.055024859701448e-07,4.700966233926485e-14,1046,"[0, 104, 247, 574, 964, 1046]",82.0
6236,channel-29 life all std,0.0458659170685896,7.26937181459441e-07,1.4481842593105906e-13,1046,"[0, 296, 521, 766, 964, 1046]",82.0
6237,channel-29 life all sum,0.0853060580867796,4.3011015070115815e-05,1.7354237706316462e-10,1046,"[0, 47, 267, 419, 978, 1046]",47.0
6238,channel-29 life all percentile-25,0.0544524575418308,2.3244892493435138e-07,2.8571935700832887e-15,1045,"[0, 383, 545, 830, 981, 1046]",65.0
6239,channel-29 life all median,0.0390076764400189,4.7304487760947394e-07,1.6015436449318216e-14,1044,"[0, 238, 368, 580, 961, 1046]",85.0
6240,channel-29 life all percentile-75,-0.0018562283319623,9.10173794990534e-07,7.547428167057468e-14,1046,"[0, 81, 251, 493, 820, 1046]",81.0
6241,channel-29 life all kurtosis,0.087435925339432,5.792442363201833,52.02460325780207,1046,"[0, 120, 296, 556, 659, 1046]",103.0
